year,Date,transactions,Qty Sold,Revenue
2021,4/1/2022,17084,1,49
2021,4/1/2022,17085,1,2.3
2021,4/1/2022,17086,2,11.4
2021,4/1/2022,17081,1,12
2021,4/1/2022,17082,2,7.3
2021,4/1/2022,17083,3,8
2021,4/1/2022,17090,5,40.8
2021,4/1/2022,17091,15,16
2021,4/1/2022,17092,2,18
2021,4/1/2022,17087,4,8.1
2021,4/1/2022,17088,1,16
2021,4/1/2022,17089,1,19
2021,4/1/2022,17072,1,1.5
2021,4/1/2022,17073,1,1
2021,4/1/2022,17074,1,3.5
2021,4/1/2022,17069,1,1
2021,4/1/2022,17070,11,3
2021,4/1/2022,17071,2,18.2
2021,4/1/2022,17078,5,1
2021,4/1/2022,17079,10,10
2021,4/1/2022,17080,2,64
2021,4/1/2022,17075,4,7
2021,4/1/2022,17076,3,15.5
2021,4/1/2022,17077,1,17
2021,4/2/2022,17113,1,9
2021,4/2/2022,17114,1,10
2021,4/2/2022,17115,4,9
2021,4/2/2022,17112,3,3
2021,4/2/2022,17109,11,33.6
2021,4/2/2022,17110,2,11
2021,4/2/2022,17111,3,22
2021,4/2/2022,17116,1,2
2021,4/2/2022,17121,3,15.5
2021,4/2/2022,17122,30,40
2021,4/2/2022,17123,1,5
2021,4/2/2022,17120,1,42
2021,4/2/2022,17117,7,32
2021,4/2/2022,17118,1,2
2021,4/2/2022,17119,1,2
2021,4/2/2022,17108,1,15
2021,4/2/2022,17097,2,14.5
2021,4/2/2022,17098,2,56.5
2021,4/2/2022,17099,1,5
2021,4/2/2022,17096,1,34
2021,4/2/2022,17093,1,10
2021,4/2/2022,17094,1,7.5
2021,4/2/2022,17095,29,19.2
2021,4/2/2022,17100,4,20.5
2021,4/2/2022,17105,5,150
2021,4/2/2022,17106,3,32.5
2021,4/2/2022,17107,2,4.6
2021,4/2/2022,17104,30,6
2021,4/2/2022,17101,1,36
2021,4/2/2022,17102,1,21
2021,4/2/2022,17103,1,2
2021,4/3/2022,17134,3,21
2021,4/3/2022,17135,8,43
2021,4/3/2022,17132,4,9.5
2021,4/3/2022,17133,1,5
2021,4/3/2022,17138,3,6
2021,4/3/2022,17139,3,3
2021,4/3/2022,17136,3,46
2021,4/3/2022,17137,5,12
2021,4/3/2022,17126,1,3.5
2021,4/3/2022,17127,11,112.5
2021,4/3/2022,17124,1,3.5
2021,4/3/2022,17125,3,8
2021,4/3/2022,17130,2,2
2021,4/3/2022,17131,2,2
2021,4/3/2022,17128,1,19
2021,4/3/2022,17129,3,14
2021,4/4/2022,17156,4,63.5
2021,4/4/2022,17157,2,17.5
2021,4/4/2022,17158,6,38.5
2021,4/4/2022,17153,4,49.5
2021,4/4/2022,17154,4,15
2021,4/4/2022,17155,1,44
2021,4/4/2022,17162,1,10
2021,4/4/2022,17163,2,10
2021,4/4/2022,17164,3,5
2021,4/4/2022,17159,2,24
2021,4/4/2022,17160,2,4
2021,4/4/2022,17161,2,26
2021,4/4/2022,17152,58,66.8
2021,4/4/2022,17143,2,16
2021,4/4/2022,17144,2,24.5
2021,4/4/2022,17145,1,9
2021,4/4/2022,17140,1,22.5
2021,4/4/2022,17141,1,4.5
2021,4/4/2022,17142,1,10.5
2021,4/4/2022,17149,7,36.4
2021,4/4/2022,17150,3,56
2021,4/4/2022,17151,2,4
2021,4/4/2022,17146,1,7
2021,4/4/2022,17147,2,3
2021,4/4/2022,17148,2,24.5
2021,4/5/2022,17179,5,48
2021,4/5/2022,17180,2,15.5
2021,4/5/2022,17178,3,30.5
2021,4/5/2022,17176,4,56.5
2021,4/5/2022,17177,2,7
2021,4/5/2022,17181,1,15
2021,4/5/2022,17185,1,2
2021,4/5/2022,17186,20,4
2021,4/5/2022,17184,1,12
2021,4/5/2022,17182,5,63.5
2021,4/5/2022,17183,1,21
2021,4/5/2022,17168,1,17
2021,4/5/2022,17169,1,19
2021,4/5/2022,17167,2,20
2021,4/5/2022,17165,1,6
2021,4/5/2022,17166,1,9
2021,4/5/2022,17170,1,2
2021,4/5/2022,17174,1,2
2021,4/5/2022,17175,1,6.5
2021,4/5/2022,17173,5,5
2021,4/5/2022,17171,3,18
2021,4/5/2022,17172,3,15
2021,4/6/2022,17202,3,54.5
2021,4/6/2022,17203,1,2
2021,4/6/2022,17204,1,6
2021,4/6/2022,17199,1,10
2021,4/6/2022,17200,1,30
2021,4/6/2022,17201,10,15
2021,4/6/2022,17208,4,20
2021,4/6/2022,17209,2,10
2021,4/6/2022,17210,2,21.5
2021,4/6/2022,17205,1,3
2021,4/6/2022,17206,12,204
2021,4/6/2022,17207,6,6.2
2021,4/6/2022,17190,1,3
2021,4/6/2022,17191,3,20.2
2021,4/6/2022,17192,3,35
2021,4/6/2022,17187,1,13
2021,4/6/2022,17188,3,3
2021,4/6/2022,17189,2,24.5
2021,4/6/2022,17196,1,7
2021,4/6/2022,17197,28,11.2
2021,4/6/2022,17198,1,2
2021,4/6/2022,17193,1,7.5
2021,4/6/2022,17194,1,2
2021,4/6/2022,17195,1,1
2021,4/7/2022,17223,1,22.5
2021,4/7/2022,17224,1,19
2021,4/7/2022,17221,1,2
2021,4/7/2022,17222,1,5
2021,4/7/2022,17225,11,102.5
2021,4/7/2022,17228,2,1.8
2021,4/7/2022,17229,11,20.8
2021,4/7/2022,17226,8,30
2021,4/7/2022,17227,2,30
2021,4/7/2022,17220,30,20
2021,4/7/2022,17213,1,10
2021,4/7/2022,17214,1,10
2021,4/7/2022,17211,2,24
2021,4/7/2022,17212,1,3
2021,4/7/2022,17215,2,23
2021,4/7/2022,17218,1,1.5
2021,4/7/2022,17219,1,1
2021,4/7/2022,17216,3,18.5
2021,4/7/2022,17217,6,7.8
2021,4/8/2022,17246,1,19
2021,4/8/2022,17247,1,9
2021,4/8/2022,17248,3,4.5
2021,4/8/2022,17243,1,1
2021,4/8/2022,17244,1,10
2021,4/8/2022,17245,2,5
2021,4/8/2022,17249,1,12
2021,4/8/2022,17253,4,36
2021,4/8/2022,17254,1,3.5
2021,4/8/2022,17255,1,2.5
2021,4/8/2022,17250,1,8
2021,4/8/2022,17251,1,3.5
2021,4/8/2022,17252,2,9.3
2021,4/8/2022,17233,5,37.5
2021,4/8/2022,17234,2,5
2021,4/8/2022,17235,3,6
2021,4/8/2022,17230,2,27
2021,4/8/2022,17231,1,6.5
2021,4/8/2022,17232,3,38
2021,4/8/2022,17236,1,3.5
2021,4/8/2022,17240,1,41
2021,4/8/2022,17241,1,3
2021,4/8/2022,17242,1,2
2021,4/8/2022,17237,1,10
2021,4/8/2022,17238,1,2
2021,4/8/2022,17239,10,3.5
2021,4/9/2022,17279,3,17
2021,4/9/2022,17278,1,2.3
2021,4/9/2022,17281,1,20
2021,4/9/2022,17280,3,21
2021,4/9/2022,17275,3,9
2021,4/9/2022,17274,1,2
2021,4/9/2022,17277,1,2
2021,4/9/2022,17276,1,10
2021,4/9/2022,17282,1,25
2021,4/9/2022,17288,3,3.6
2021,4/9/2022,17287,1,5
2021,4/9/2022,17290,2,112
2021,4/9/2022,17289,2,12
2021,4/9/2022,17284,1,10
2021,4/9/2022,17283,2,2
2021,4/9/2022,17286,1,20
2021,4/9/2022,17285,2,7.5
2021,4/9/2022,17273,3,23
2021,4/9/2022,17261,1,3
2021,4/9/2022,17260,1,2
2021,4/9/2022,17263,4,20
2021,4/9/2022,17262,1,9
2021,4/9/2022,17257,1,42
2021,4/9/2022,17256,3,15
2021,4/9/2022,17259,1,22
2021,4/9/2022,17258,2,6.6
2021,4/9/2022,17264,2,1
2021,4/9/2022,17270,5,9
2021,4/9/2022,17269,2,15
2021,4/9/2022,17272,4,40
2021,4/9/2022,17271,10,6
2021,4/9/2022,17266,1,11
2021,4/9/2022,17265,1,24
2021,4/9/2022,17268,2,3
2021,4/9/2022,17267,1,25
2021,4/10/2022,17307,1,15.5
2021,4/10/2022,17308,1,2
2021,4/10/2022,17309,1,19
2021,4/10/2022,17304,11,10
2021,4/10/2022,17305,1,10
2021,4/10/2022,17306,2,13.5
2021,4/10/2022,17310,1,8.5
2021,4/10/2022,17314,3,9.5
2021,4/10/2022,17315,1,4.2
2021,4/10/2022,17316,2,10
2021,4/10/2022,17311,4,2
2021,4/10/2022,17312,2,4
2021,4/10/2022,17313,4,27
2021,4/10/2022,17294,1,7
2021,4/10/2022,17295,2,12
2021,4/10/2022,17296,2,3
2021,4/10/2022,17291,1,8
2021,4/10/2022,17292,2,10.5
2021,4/10/2022,17293,5,10.5
2021,4/10/2022,17297,1,3.5
2021,4/10/2022,17301,1,24
2021,4/10/2022,17302,1,10
2021,4/10/2022,17303,1,2.5
2021,4/10/2022,17298,1,9.5
2021,4/10/2022,17299,1,10
2021,4/10/2022,17300,1,2.5
2021,4/11/2022,17325,2,12.6
2021,4/11/2022,17324,1,2
2021,4/11/2022,17323,1,0.2
2021,4/11/2022,17328,3,72.5
2021,4/11/2022,17327,41,313
2021,4/11/2022,17326,1,10
2021,4/11/2022,17319,1,12
2021,4/11/2022,17318,1,3.5
2021,4/11/2022,17317,1,34
2021,4/11/2022,17322,1,9
2021,4/11/2022,17321,1,0.6
2021,4/11/2022,17320,2,3.2
2021,4/12/2022,17339,1,4.5
2021,4/12/2022,17340,2,12
2021,4/12/2022,17337,1,15
2021,4/12/2022,17338,1,13
2021,4/12/2022,17343,1,10
2021,4/12/2022,17344,10,25
2021,4/12/2022,17341,2,4
2021,4/12/2022,17342,1,8.5
2021,4/12/2022,17331,3,5.5
2021,4/12/2022,17332,1,10
2021,4/12/2022,17329,1,2.5
2021,4/12/2022,17330,1,19
2021,4/12/2022,17335,1,10
2021,4/12/2022,17336,3,68
2021,4/12/2022,17333,1,1
2021,4/12/2022,17334,4,40
2021,4/13/2022,17361,7,76.3
2021,4/13/2022,17362,1,26
2021,4/13/2022,17363,1,19
2021,4/13/2022,17358,5,43
2021,4/13/2022,17359,2,7
2021,4/13/2022,17360,3,34.5
2021,4/13/2022,17367,1,2
2021,4/13/2022,17368,1,10
2021,4/13/2022,17369,3,5.5
2021,4/13/2022,17364,1,14.5
2021,4/13/2022,17365,1,7
2021,4/13/2022,17366,3,45.5
2021,4/13/2022,17357,10,6.5
2021,4/13/2022,17348,1,2
2021,4/13/2022,17349,1,0.6
2021,4/13/2022,17350,1,11
2021,4/13/2022,17345,1,12
2021,4/13/2022,17346,1,5
2021,4/13/2022,17347,2,12
2021,4/13/2022,17354,1,2
2021,4/13/2022,17355,2,22.5
2021,4/13/2022,17356,10,25.3
2021,4/13/2022,17351,2,3
2021,4/13/2022,17352,25,56
2021,4/13/2022,17353,1,10
2021,4/14/2022,17375,1,28
2021,4/14/2022,17374,2,36
2021,4/14/2022,17377,1,29
2021,4/14/2022,17376,1,2
2021,4/14/2022,17371,6,91.5
2021,4/14/2022,17370,1,23
2021,4/14/2022,17373,1,10
2021,4/14/2022,17372,1,15
2021,4/15/2022,17384,2,11
2021,4/15/2022,17383,20,8
2021,4/15/2022,17386,3,36
2021,4/15/2022,17385,1,19
2021,4/15/2022,17382,5,34.3
2021,4/15/2022,17379,1,2.5
2021,4/15/2022,17378,1,6
2021,4/15/2022,17381,2,4
2021,4/15/2022,17380,2,14
2021,4/16/2022,17403,2,29
2021,4/16/2022,17404,1,1.5
2021,4/16/2022,17405,2,29.5
2021,4/16/2022,17400,17,31.8
2021,4/16/2022,17401,1,6
2021,4/16/2022,17402,1,2.8
2021,4/16/2022,17409,6,26.2
2021,4/16/2022,17410,1,5
2021,4/16/2022,17411,1,50
2021,4/16/2022,17406,1,1.5
2021,4/16/2022,17407,1,1.5
2021,4/16/2022,17408,1,2
2021,4/16/2022,17399,13,13
2021,4/16/2022,17390,11,92.5
2021,4/16/2022,17391,1,2
2021,4/16/2022,17392,2,12
2021,4/16/2022,17387,8,17.2
2021,4/16/2022,17388,5,6.5
2021,4/16/2022,17389,2,6.5
2021,4/16/2022,17396,1,12
2021,4/16/2022,17397,2,4
2021,4/16/2022,17398,4,53.5
2021,4/16/2022,17393,3,12
2021,4/16/2022,17394,3,20
2021,4/16/2022,17395,3,34.5
2021,4/17/2022,17419,1,5
2021,4/17/2022,17418,24,37
2021,4/17/2022,17420,4,23
2021,4/17/2022,17422,1,1
2021,4/17/2022,17421,1,2.5
2021,4/17/2022,17417,2,1.2
2021,4/17/2022,17413,2,8
2021,4/17/2022,17412,0,0
2021,4/17/2022,17414,6,29.8
2021,4/17/2022,17416,2,2
2021,4/17/2022,17415,1,22
2021,4/19/2022,17445,1,12
2021,4/19/2022,17444,1,9
2021,4/19/2022,17447,2,7
2021,4/19/2022,17446,3,13
2021,4/19/2022,17441,1,12
2021,4/19/2022,17440,3,18
2021,4/19/2022,17443,2,12.5
2021,4/19/2022,17442,1,3.5
2021,4/19/2022,17453,1,12
2021,4/19/2022,17452,2,13
2021,4/19/2022,17455,2,3
2021,4/19/2022,17454,1,1
2021,4/19/2022,17449,1,1
2021,4/19/2022,17448,1,10
2021,4/19/2022,17451,1,20
2021,4/19/2022,17450,3,4.5
2021,4/19/2022,17439,1,13
2021,4/19/2022,17428,1,13
2021,4/19/2022,17427,1,2
2021,4/19/2022,17430,2,4
2021,4/19/2022,17429,2,10
2021,4/19/2022,17424,1,1.5
2021,4/19/2022,17423,1,3.5
2021,4/19/2022,17426,9,47
2021,4/19/2022,17425,14,86.9
2021,4/19/2022,17436,1,4.5
2021,4/19/2022,17435,1,13.5
2021,4/19/2022,17438,1,5
2021,4/19/2022,17437,2,15
2021,4/19/2022,17432,1,7.5
2021,4/19/2022,17431,1,3.5
2021,4/19/2022,17434,1,7.5
2021,4/19/2022,17433,2,22
2021,4/20/2022,17474,8,63
2021,4/20/2022,17475,1,10
2021,4/20/2022,17476,1,2
2021,4/20/2022,17473,7,55
2021,4/20/2022,17470,2,1
2021,4/20/2022,17471,2,12
2021,4/20/2022,17472,1,6
2021,4/20/2022,17481,1,12
2021,4/20/2022,17482,1,10
2021,4/20/2022,17483,2,20
2021,4/20/2022,17480,1,1
2021,4/20/2022,17477,3,32
2021,4/20/2022,17478,2,35
2021,4/20/2022,17479,2,8
2021,4/20/2022,17460,1,15
2021,4/20/2022,17461,1,23
2021,4/20/2022,17462,1,7.5
2021,4/20/2022,17459,1,21
2021,4/20/2022,17456,1,2
2021,4/20/2022,17457,1,14.5
2021,4/20/2022,17458,1,22
2021,4/20/2022,17467,1,2
2021,4/20/2022,17468,4,19.2
2021,4/20/2022,17469,23,92.3
2021,4/20/2022,17466,1,5
2021,4/20/2022,17463,1,7
2021,4/20/2022,17464,1,34
2021,4/20/2022,17465,2,6.5
2021,4/21/2022,17499,9,54.7
2021,4/21/2022,17500,1,6
2021,4/21/2022,17501,1,3.5
2021,4/21/2022,17496,3,35
2021,4/21/2022,17497,7,82
2021,4/21/2022,17498,1,5
2021,4/21/2022,17505,1,13
2021,4/21/2022,17506,1,22
2021,4/21/2022,17507,1,7
2021,4/21/2022,17502,7,22
2021,4/21/2022,17503,1,17
2021,4/21/2022,17504,1,2
2021,4/21/2022,17487,1,2
2021,4/21/2022,17488,2,34.5
2021,4/21/2022,17489,1,6
2021,4/21/2022,17484,1,2
2021,4/21/2022,17485,3,6
2021,4/21/2022,17486,1,3.5
2021,4/21/2022,17493,1,5
2021,4/21/2022,17494,28,8.4
2021,4/21/2022,17495,1,3
2021,4/21/2022,17490,1,9
2021,4/21/2022,17491,1,5
2021,4/21/2022,17492,2,4
2021,4/22/2022,17524,1,2
2021,4/22/2022,17525,2,1.2
2021,4/22/2022,17526,1,19
2021,4/22/2022,17521,21,15.5
2021,4/22/2022,17522,2,13.5
2021,4/22/2022,17523,2,9.5
2021,4/22/2022,17530,2,2
2021,4/22/2022,17531,1,10
2021,4/22/2022,17532,2,7
2021,4/22/2022,17527,1,1
2021,4/22/2022,17528,1,2
2021,4/22/2022,17529,1,6
2021,4/22/2022,17520,2,1.6
2021,4/22/2022,17511,4,50.5
2021,4/22/2022,17512,5,51
2021,4/22/2022,17513,2,1.6
2021,4/22/2022,17508,22,68.5
2021,4/22/2022,17509,1,1.5
2021,4/22/2022,17510,21,96.5
2021,4/22/2022,17517,23,49.5
2021,4/22/2022,17518,1,85
2021,4/22/2022,17519,1,53
2021,4/22/2022,17514,12,52
2021,4/22/2022,17515,1,3
2021,4/22/2022,17516,4,12
2021,4/23/2022,17549,1,2
2021,4/23/2022,17550,1,3.5
2021,4/23/2022,17551,1,25
2021,4/23/2022,17546,1,6
2021,4/23/2022,17547,2,8
2021,4/23/2022,17548,2,5.5
2021,4/23/2022,17555,1,3
2021,4/23/2022,17556,1,6
2021,4/23/2022,17557,1,2
2021,4/23/2022,17552,2,1
2021,4/23/2022,17553,1,11
2021,4/23/2022,17554,4,6.4
2021,4/23/2022,17545,28,8.4
2021,4/23/2022,17536,6,7.8
2021,4/23/2022,17537,2,9
2021,4/23/2022,17538,1,6.5
2021,4/23/2022,17533,1,6
2021,4/23/2022,17534,1,10
2021,4/23/2022,17535,2,4
2021,4/23/2022,17542,1,6
2021,4/23/2022,17543,1,15
2021,4/23/2022,17544,1,22
2021,4/23/2022,17539,3,3
2021,4/23/2022,17540,2,20
2021,4/23/2022,17541,1,7
2021,4/24/2022,17568,3,4
2021,4/24/2022,17567,11,73.4
2021,4/24/2022,17566,3,27
2021,4/24/2022,17569,1,5
2021,4/24/2022,17572,3,10
2021,4/24/2022,17571,1,12
2021,4/24/2022,17570,1,10
2021,4/24/2022,17565,3,11.7
2021,4/24/2022,17560,1,2
2021,4/24/2022,17559,2,1.2
2021,4/24/2022,17558,1,5
2021,4/24/2022,17561,30,34.5
2021,4/24/2022,17564,1,10
2021,4/24/2022,17563,5,10
2021,4/24/2022,17562,1,1
2021,4/25/2022,17588,1,1
2021,4/25/2022,17589,1,28
2021,4/25/2022,17590,4,12.3
2021,4/25/2022,17585,2,10
2021,4/25/2022,17586,3,3
2021,4/25/2022,17587,1,33
2021,4/25/2022,17594,2,1
2021,4/25/2022,17595,2,4
2021,4/25/2022,17596,2,13
2021,4/25/2022,17591,9,27.1
2021,4/25/2022,17592,3,71
2021,4/25/2022,17593,1,1
2021,4/25/2022,17576,3,15
2021,4/25/2022,17577,2,3
2021,4/25/2022,17578,4,3
2021,4/25/2022,17573,1,10
2021,4/25/2022,17574,10,97
2021,4/25/2022,17575,2,1.2
2021,4/25/2022,17582,1,4.5
2021,4/25/2022,17583,1,10
2021,4/25/2022,17584,6,19.8
2021,4/25/2022,17579,1,4.5
2021,4/25/2022,17580,7,51
2021,4/25/2022,17581,5,10
2021,4/26/2022,17612,5,10
2021,4/26/2022,17613,1,13
2021,4/26/2022,17614,2,2.2
2021,4/26/2022,17609,1,3.5
2021,4/26/2022,17610,5,12
2021,4/26/2022,17611,4,21
2021,4/26/2022,17618,8,46.5
2021,4/26/2022,17619,1,3.5
2021,4/26/2022,17620,2,4
2021,4/26/2022,17615,1,12
2021,4/26/2022,17616,1,2
2021,4/26/2022,17617,11,20
2021,4/26/2022,17600,4,17
2021,4/26/2022,17601,2,2.2
2021,4/26/2022,17602,6,6
2021,4/26/2022,17597,3,5
2021,4/26/2022,17598,2,1.8
2021,4/26/2022,17599,2,35
2021,4/26/2022,17606,2,10
2021,4/26/2022,17607,2,28
2021,4/26/2022,17608,1,11
2021,4/26/2022,17603,2,3
2021,4/26/2022,17604,2,14
2021,4/26/2022,17605,1,7
2021,4/27/2022,17639,1,7.5
2021,4/27/2022,17640,1,2
2021,4/27/2022,17641,3,72
2021,4/27/2022,17638,2,2
2021,4/27/2022,17635,10,20
2021,4/27/2022,17636,1,7.5
2021,4/27/2022,17637,3,16.5
2021,4/27/2022,17646,1,10
2021,4/27/2022,17647,2,14.2
2021,4/27/2022,17648,2,17.5
2021,4/27/2022,17645,14,135.6
2021,4/27/2022,17642,1,2.5
2021,4/27/2022,17643,1,2
2021,4/27/2022,17644,1,2
2021,4/27/2022,17625,1,1.5
2021,4/27/2022,17626,2,10.5
2021,4/27/2022,17627,2,6
2021,4/27/2022,17624,10,4
2021,4/27/2022,17621,1,3.5
2021,4/27/2022,17622,1,20
2021,4/27/2022,17623,1,6
2021,4/27/2022,17632,1,10
2021,4/27/2022,17633,4,42.1
2021,4/27/2022,17634,1,3
2021,4/27/2022,17631,33,31
2021,4/27/2022,17628,1,5
2021,4/27/2022,17629,2,4
2021,4/27/2022,17630,3,14.9
2021,4/28/2022,17663,2,10
2021,4/28/2022,17664,5,17.5
2021,4/28/2022,17662,1,5
2021,4/28/2022,17660,3,26
2021,4/28/2022,17661,4,3.3
2021,4/28/2022,17665,2,11.5
2021,4/28/2022,17669,1,3.5
2021,4/28/2022,17670,2,4
2021,4/28/2022,17668,4,16
2021,4/28/2022,17666,4,37
2021,4/28/2022,17667,2,14
2021,4/28/2022,17652,2,13.5
2021,4/28/2022,17653,2,33
2021,4/28/2022,17651,1,5
2021,4/28/2022,17649,1,3.5
2021,4/28/2022,17650,1,1
2021,4/28/2022,17654,1,1
2021,4/28/2022,17658,1,2
2021,4/28/2022,17659,3,9.5
2021,4/28/2022,17657,6,10
2021,4/28/2022,17655,1,5
2021,4/28/2022,17656,1,2
2021,4/29/2022,17692,1,3.5
2021,4/29/2022,17691,1,6
2021,4/29/2022,17694,2,4
2021,4/29/2022,17693,2,31.5
2021,4/29/2022,17688,3,54
2021,4/29/2022,17687,1,3.5
2021,4/29/2022,17690,2,10
2021,4/29/2022,17689,1,10
2021,4/29/2022,17700,2,3
2021,4/29/2022,17699,1,20
2021,4/29/2022,17702,1,12
2021,4/29/2022,17701,5,8.2
2021,4/29/2022,17696,1,2
2021,4/29/2022,17695,3,33
2021,4/29/2022,17698,1,10
2021,4/29/2022,17697,1,5
2021,4/29/2022,17676,5,14
2021,4/29/2022,17675,27,19.2
2021,4/29/2022,17678,8,22.5
2021,4/29/2022,17677,6,76
2021,4/29/2022,17672,30,52.2
2021,4/29/2022,17671,4,22
2021,4/29/2022,17674,12,83.5
2021,4/29/2022,17673,7,20.3
2021,4/29/2022,17684,2,1.2
2021,4/29/2022,17683,1,2
2021,4/29/2022,17686,2,8.5
2021,4/29/2022,17685,1,2
2021,4/29/2022,17680,1,10
2021,4/29/2022,17679,1,17
2021,4/29/2022,17682,1,1
2021,4/29/2022,17681,1,3
2021,4/30/2022,17714,3,8.6
2021,4/30/2022,17715,3,22.8
2021,4/30/2022,17712,4,31
2021,4/30/2022,17713,2,18.5
2021,4/30/2022,17718,1,3
2021,4/30/2022,17719,4,13.5
2021,4/30/2022,17716,2,10
2021,4/30/2022,17717,18,143
2021,4/30/2022,17711,2,4
2021,4/30/2022,17705,1,23
2021,4/30/2022,17706,9,52
2021,4/30/2022,17703,2,7
2021,4/30/2022,17704,2,13.3
2021,4/30/2022,17709,2,51
2021,4/30/2022,17710,1,9
2021,4/30/2022,17707,1,3.5
2021,4/30/2022,17708,6,48
